Event	ID	Name			Wwise Object Path	Notes
	106777143	Resume_BGM			\Default Work Unit\BGM\Resume_BGM	
	110495447	Play_2d_pv075_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv075_3D_Resurrect	
	113374954	Play_2d_pv067_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv067_3D_BossDead	
	116217910	Play_SP_Kusa_Shibiregona_Hit			\Default Work Unit\SE\SKILL\Play_SP_Kusa_Shibiregona_Hit	
	120065769	Play_2d_pv229_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv229_3D_Dead	
	120142325	Play_2d_pv195_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv195_3D_EnemyDead	
	120497189	Play_2d_pv225_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv225_3D_Dead	
	120624442	Play_SE_SPARRING_FAIL			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_FAIL	
	122314886	Play_2d_pv055_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv055_3D_Dead	
	125002093	Play_SP_Hagane_Kinzokuon			\Default Work Unit\SE\SKILL\Play_SP_Hagane_Kinzokuon	
	125241539	Play_2d_pv202_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv202_3D_BossDead	
	127600714	Play_2d_pv055_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv055_3D_EnemyDead	
	130307191	Play_2d_pv320_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv320_3D_EnemyDead	
	131943831	Play_2d_pv139_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv139_3D_EnemyDead	
	133150065	Play_2d_pv120_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv120_3D_EnemyDead	
	137167431	Play_2d_pv013_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv013_3D	
	137435413	Play_2d_pv231_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv231_3D_Resurrect	
	140612208	Play_2d_pv097_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv097_3D_Dead	
	145073682	Play_SP_Dragon_Ryuuseigun			\Default Work Unit\SE\SKILL\Play_SP_Dragon_Ryuuseigun	
	145576512	Play_2d_pv175_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv175_3D	
	146382188	Play_SP_Koori_Turaraotosi_Hit			\Default Work Unit\SE\SKILL\Play_SP_Koori_Turaraotosi_Hit	
	152391844	Play_2d_pv318_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv318_3D_Dead	
	153543687	Play_2d_pv553_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv553_3D_EnemyDead	
	153889796	Play_2d_pv311_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv311_3D_Resurrect	
	159765927	Play_2d_pv104_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv104_3D_EnemyDead	
	159969371	Play_2d_pv311_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv311_3D_EnemyDead	
	162240628	Play_2d_pv078_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv078_3D_Resurrect	
	164037472	Play_2d_pv597_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv597_3D	
	165427878	Play_2d_pv082_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv082_3D_Dead	
	166008097	Play_2d_pv119_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv119_3D_EnemyDead	
	171065437	Play_2d_pv049_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv049_3D_Dead	
	174368924	Play_2d_pv001_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv001_3D_Resurrect	
	174681206	Play_2d_pv110_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv110_3D_EnemyDead	
	180882985	Play_2d_pv068_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv068_3D_Resurrect	
	181989912	Play_2d_pv061_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv061_3D_BossDead	
	184990238	Play_2d_pv011_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv011_3D_Dead	
	186175701	Play_2d_pv547_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv547_3D	
	187563613	Play_SP_Honoo_Onibi			\Default Work Unit\SE\SKILL\Play_SP_Honoo_Onibi	
	188748363	Play_2d_pv634_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv634_3D_Dead	
	188866719	Play_2d_pv050_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv050_3D_Dead	
	188951052	Play_2d_pv319_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv319_3D_Resurrect	
	189506087	Play_2d_pv109_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv109_3D	
	195808793	Play_2d_pv129_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv129_3D_BossDead	
	197600198	Play_2d_pv016_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv016_3D_BossDead	
	200533784	Play_2d_pv013_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv013_3D_EnemyDead	
	202132276	Play_SE_BATTLE_FINAL_BOSS_END			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_FINAL_BOSS_END	
	202296465	Play_2d_pv249_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv249_3D_EnemyDead	
	204032158	Play_2d_pv553_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv553_3D_BossDead	
	204434083	Play_2d_pv178_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv178_3D_BossDead	
	209137013	Play_SE_SPARRING_HIT			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_HIT	
	214243037	Play_SP_Iwa_Rokkukatto			\Default Work Unit\SE\SKILL\Play_SP_Iwa_Rokkukatto	
	217078544	Play_2d_pv373_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv373_3D	
	217358901	Play_SP_Kakutou_Zigokuguruma			\Default Work Unit\SE\SKILL\Play_SP_Kakutou_Zigokuguruma	
	218030339	Play_2d_pv130_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv130_3D	
	221073812	Play_SP_Jimen_Dorobakudan			\Default Work Unit\SE\SKILL\Play_SP_Jimen_Dorobakudan	
	222990771	Play_2d_pv098_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv098_3D_Dead	
	225526817	Play_BGM_Opening			\Default Work Unit\BGM\Play_BGM_Opening	
	231310378	Play_2d_pv635_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv635_3D_EnemyDead	
	233824633	Play_SP_Koori_Reitoubiimu_Hit			\Default Work Unit\SE\SKILL\Play_SP_Koori_Reitoubiimu_Hit	
	234218546	Play_2d_pv111_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv111_3D_Resurrect	
	235326593	Play_2d_pv007_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv007_3D_EnemyDead	
	235707729	Play_2d_pv002_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv002_3D	
	239493662	Play_SE_WORLD_DUNGEON_CLEAR			\Default Work Unit\SE\WORLD\Play_SE_WORLD_DUNGEON_CLEAR	
	244710652	Play_SE_BASE_OBJECT_MOVE			\Default Work Unit\SE\BASE\Play_SE_BASE_OBJECT_MOVE	
	244988075	Play_SP_Mizu_Karanikomoru			\Default Work Unit\SE\SKILL\Play_SP_Mizu_Karanikomoru	
	245853617	Play_2d_pv061_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv061_3D_EnemyDead	
	247764204	Play_2d_pv126_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv126_3D	
	253886706	Play_2d_pv248_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv248_3D_Dead	
	256787113	Play_2d_pv143_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv143_3D_BossDead	
	257530115	Play_SP_Doku_Hedorobakudan_Hit			\Default Work Unit\SE\SKILL\Play_SP_Doku_Hedorobakudan_Hit	
	260765023	Play_2d_pv145_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv145_3D	
	269217553	Play_2d_pv250_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv250_3D_Dead	
	270500485	Play_BM_Jimen			\Default Work Unit\SE\SKILL\Play_BM_Jimen	
	275828443	Play_2d_pv170_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv170_3D_BossDead	
	276725684	Play_2d_pv071_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv071_3D_Dead	
	279347328	Play_2d_pv256_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv256_3D_BossDead	
	282395878	Play_2d_pv635_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv635_3D_Dead	
	282967946	Play_2d_pv019_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv019_3D_EnemyDead	
	283444842	Play_2d_pv155_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv155_3D	
	286597960	Play_2d_pv131_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv131_3D	
	287301369	Play_2d_pv050_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv050_3D_EnemyDead	
	295902675	Play_2d_pv319_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv319_3D_EnemyDead	
	296532140	Play_SE_STORY_BREAKDOWN			\Default Work Unit\SE\STORY\Play_SE_STORY_BREAKDOWN	
	298844289	Play_BM_Denki			\Default Work Unit\SE\SKILL\Play_BM_Denki	
	301780760	Play_2d_pv342_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv342_3D	
	310610432	Play_BM_Kusa			\Default Work Unit\SE\SKILL\Play_BM_Kusa	
	315173438	Play_2d_pv137_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv137_3D	
	316567661	Play_2d_pv028_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv028_3D_Resurrect	
	317727600	Play_SP_Denki_Zyuumanboruto			\Default Work Unit\SE\SKILL\Play_SP_Denki_Zyuumanboruto	
	320402290	Play_2d_pv033_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv033_3D_Dead	
	321537901	Play_2d_pv375_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv375_3D_EnemyDead	
	322547671	Play_2d_pv120_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv120_3D_Dead	
	323080101	Play_SE_BASE_COOK_METER_END			\Default Work Unit\SE\BASE\Play_SE_BASE_COOK_METER_END	
	326755679	Play_2d_pv031_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv031_3D_BossDead	
	329595855	Play_2d_pv184_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv184_3D_EnemyDead	
	331268320	Play_2d_pv243_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv243_3D	
	335733137	Play_2d_pv009_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv009_3D_Dead	
	337657741	Play_2d_pv253_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv253_3D_BossDead	
	338939952	Play_2d_pv807_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv807_3D_BossDead	
	339202902	Play_2d_pv124_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv124_3D_Resurrect	
	339235274	Play_2d_pv143_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv143_3D_Dead	
	339292308	Play_2d_pv045_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv045_3D_Resurrect	
	341703360	Play_2d_pv084_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv084_3D_Dead	
	344515380	Play_2d_pv311_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv311_3D	
	345467175	Play_2d_pv196_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv196_3D	
	347173839	Play_2d_pv546_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv546_3D_Dead	
	349754006	Play_2d_pv738_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv738_3D_EnemyDead	
	350809211	Play_2d_pv633_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv633_3D	
	357883609	Play_2d_pv106_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv106_3D_EnemyDead	
	358516018	Play_2d_pv045_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv045_3D_BossDead	
	359596707	Play_SP_Hikou_Haneyasume			\Default Work Unit\SE\SKILL\Play_SP_Hikou_Haneyasume	
	365128620	Play_2d_pv382_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv382_3D_Resurrect	
	365956620	Play_2d_pv053_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv053_3D_EnemyDead	
	367136265	Play_2d_pv256_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv256_3D_EnemyDead	
	371325577	Play_Condition_Jyoutaiijyou_Up			\Default Work Unit\SE\SKILL\Play_Condition_Jyoutaiijyou_Up	
	372058879	Play_2d_pv106_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv106_3D_Dead	
	373269212	Play_2d_pv040_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv040_3D_EnemyDead	
	375355298	Play_2d_pv125_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv125_3D_EnemyDead	
	375578861	Play_2d_pv342_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv342_3D_Dead	
	378538611	Play_SE_BASE_STONE_NEW			\Default Work Unit\SE\BASE\Play_SE_BASE_STONE_NEW	
	379151625	Play_2d_pv142_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv142_3D_EnemyDead	
	379376351	Play_BGM_Title			\Default Work Unit\BGM\Play_BGM_Title	
	381193677	Play_2d_pv115_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv115_3D_EnemyDead	
	388668730	Stop_SEAWAVE			\Default Work Unit\BGM\Stop_SEAWAVE	
	388778561	Play_2d_pv133_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv133_3D_EnemyDead	
	394020757	Play_2d_pv124_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv124_3D_EnemyDead	
	397615332	Play_2d_pv160_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv160_3D_BossDead	
	398448426	Play_2d_pv382_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv382_3D_BossDead	
	400187831	Play_2d_pv633_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv633_3D_BossDead	
	402111739	Play_SE_RESULT_CHARM_SLOT_SIGN			\Default Work Unit\SE\RESULT\Play_SE_RESULT_CHARM_SLOT_SIGN	
	402886578	Play_2d_pv183_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv183_3D_EnemyDead	
	404265775	Play_2d_pv080_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv080_3D	
	406949621	Play_SP_Esper_Terepooto			\Default Work Unit\SE\SKILL\Play_SP_Esper_Terepooto	
	409333761	Play_SP_Hagane_Aianteeru			\Default Work Unit\SE\SKILL\Play_SP_Hagane_Aianteeru	
	414008483	Play_2d_pv109_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv109_3D_Resurrect	
	415144623	Play_2d_pv138_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv138_3D_Resurrect	
	418520578	Play_2d_pv081_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv081_3D_BossDead	
	419624737	Play_2d_pv341_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv341_3D_BossDead	
	420908410	Play_2d_pv176_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv176_3D_Dead	
	426629407	Play_2d_pv633_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv633_3D_Resurrect	
	427180163	Play_2d_pv013_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv013_3D_Resurrect	
	427335958	Play_2d_pv148_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv148_3D_BossDead	
	432046996	Play_SP_Normal_Nemuru			\Default Work Unit\SE\SKILL\Play_SP_Normal_Nemuru	
	433696808	Play_2d_pv139_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv139_3D_Resurrect	
	440004294	Play_2d_pv367_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv367_3D_EnemyDead	
	442559048	Play_2d_pv184_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv184_3D	
	447763166	Play_SP_Mushi_Itowohaku			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Itowohaku	
	447952246	Play_2d_pv634_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv634_3D	
	451260726	Play_ESP_Esper_Saikosyokku			\Default Work Unit\SE\SKILL\Play_ESP_Esper_Saikosyokku	
	452045044	Play_2d_pv081_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv081_3D	
	452584374	Play_SP_Normal_Hikkaku			\Default Work Unit\SE\SKILL\Play_SP_Normal_Hikkaku	
	453444243	Play_SE_SPARRING_SKILL_SIGN			\Default Work Unit\SE\SPARRING\Play_SE_SPARRING_SKILL_SIGN	
	456518822	Play_2d_pv107_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv107_3D_EnemyDead	
	457391109	Play_2d_pv020_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv020_3D_Resurrect	
	459632886	Play_2d_pv323_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv323_3D_EnemyDead	
	464235648	Play_2d_pv571_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv571_3D_Resurrect	
	464355527	Play_2d_pv270_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv270_3D_Dead	
	468598125	Play_2d_pv132_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv132_3D	
	469631547	Play_2d_pv080_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv080_3D_BossDead	
	470764381	Play_2d_pv011_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv011_3D_Resurrect	
	473888558	Play_2d_pv443_3D_Resurrect			\Default Work Unit\VOICE_3D\Resurrect\Play_2d_pv443_3D_Resurrect	
	477825208	Play_SE_BATTLE_WAZA_OK_3			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_WAZA_OK_3	
	477825209	Play_SE_BATTLE_WAZA_OK_2			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_WAZA_OK_2	
	477988786	Play_2d_pv371_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv371_3D	
	478359382	Play_2d_pv095_3D_EnemyDead			\Default Work Unit\VOICE_3D\EN_Dead\Play_2d_pv095_3D_EnemyDead	
	480569296	Play_2d_pv096_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv096_3D	
	484673760	Play_SP_Mushi_Itowohaku_Hit			\Default Work Unit\SE\SKILL\Play_SP_Mushi_Itowohaku_Hit	
	484759068	Play_2d_pv079_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv079_3D_Dead	
	492254691	Play_SP_Normal_Hukitobasi			\Default Work Unit\SE\SKILL\Play_SP_Normal_Hukitobasi	
	493655697	Play_BM_Ghost			\Default Work Unit\SE\SKILL\Play_BM_Ghost	
	494780325	Play_2d_pv011_3D_BossDead			\Default Work Unit\VOICE_3D\Boss_Dead\Play_2d_pv011_3D_BossDead	
	496134667	Play_2d_pv083_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv083_3D_Dead	
	503283246	Play_2d_pv002_3D_Dead			\Default Work Unit\VOICE_3D\Dead\Play_2d_pv002_3D_Dead	
	503857591	Play_SE_BATTLE_MESSAGE_IN			\Default Work Unit\SE\BATTLE\Play_SE_BATTLE_MESSAGE_IN	
	504569277	Play_2d_pv341_3D			\Default Work Unit\VOICE_3D\Normal\Play_2d_pv341_3D	
